Flow ID,Src IP,Src Port,Dst IP,Dst Port,Protocol,Timestamp,Flow Duration,Total Fwd Packet,Total Bwd packets,Total Length of Fwd Packet,Total Length of Bwd Packet,Fwd Packet Length Max,Fwd Packet Length Min,Fwd Packet Length Mean,Fwd Packet Length Std,Bwd Packet Length Max,Bwd Packet Length Min,Bwd Packet Length Mean,Bwd Packet Length Std,Flow Bytes/s,Flow Packets/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Total,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Total,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Length,Bwd Header Length,Fwd Packets/s,Bwd Packets/s,Packet Length Min,Packet Length Max,Packet Length Mean,Packet Length Std,Packet Length Variance,FIN Flag Count,SYN Flag Count,RST Flag Count,PSH Flag Count,ACK Flag Count,URG Flag Count,CWR Flag Count,ECE Flag Count,Down/Up Ratio,Average Packet Size,Fwd Segment Size Avg,Bwd Segment Size Avg,Fwd Bytes/Bulk Avg,Fwd Packet/Bulk Avg,Fwd Bulk Rate Avg,Bwd Bytes/Bulk Avg,Bwd Packet/Bulk Avg,Bwd Bulk Rate Avg,Subflow Fwd Packets,Subflow Fwd Bytes,Subflow Bwd Packets,Subflow Bwd Bytes,FWD Init Win Bytes,Bwd Init Win Bytes,Fwd Act Data Pkts,Fwd Seg Size Min,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,Activity,Stage
192.168.3.29-192.168.3.30-47416-3306-6,192.168.3.29,47416,192.168.3.30,3306,6,18/07/2019 02:57:16 PM,1598,3,6,84,157,84,0,28,48.49742261,79,0,26.16666667,40.53845911,150813.5169,5632.04005,199.75,236.7625393,762,50,576,288,100.4091629,359,217,1598,319.6,375.0937216,912,54,0,0,0,0,96,208,1877.346683,3754.693367,0,84,24.1,38.83426322,1508.1,0,1,0,0,0,0,0,0,2,26.77777778,28,26.16666667,0,0,0,0,0,0,3,84,6,157,-1,227,1,0,0,0,0,0,0,0,0,0,Account Discovery,Lateral Movement
192.168.3.29-192.168.3.30-47418-3306-6,192.168.3.29,47418,192.168.3.30,3306,6,18/07/2019 02:57:16 PM,16721,3,6,84,157,84,0,28,48.49742261,79,0,26.16666667,40.53845911,14413.01358,538.2453203,2090.125,5640.746517,16050,56,16296,8148,11175.11557,16050,246,16721,3344.2,7198.40067,16220,56,0,0,0,0,96,208,179.4151068,358.8302135,0,84,24.1,38.83426322,1508.1,0,1,0,0,0,0,0,0,2,26.77777778,28,26.16666667,0,0,0,0,0,0,3,84,6,157,-1,227,1,0,0,0,0,0,0,0,0,0,Account Discovery,Lateral Movement
192.168.3.29-192.168.3.30-47420-3306-6,192.168.3.29,47420,192.168.3.30,3306,6,18/07/2019 02:57:16 PM,1386,3,6,84,157,84,0,28,48.49742261,79,0,26.16666667,40.53845911,173881.6739,6493.506494,173.25,222.0809055,707,52,405,202.5,198.6970055,343,62,1386,277.2,333.8887539,842,54,0,0,0,0,96,208,2164.502165,4329.004329,0,84,24.1,38.83426322,1508.1,0,1,0,0,0,0,0,0,2,26.77777778,28,26.16666667,0,0,0,0,0,0,3,84,6,157,-1,227,1,0,0,0,0,0,0,0,0,0,Account Discovery,Lateral Movement
192.168.3.29-192.168.3.30-47422-3306-6,192.168.3.29,47422,192.168.3.30,3306,6,18/07/2019 02:57:16 PM,17106,3,6,84,157,84,0,28,48.49742261,79,0,26.16666667,40.53845911,14088.62387,526.131182,2138.25,5706.212323,16260,61,16596,8298,11259.96838,16260,336,17106,3421.2,7329.75093,16532,61,0,0,0,0,96,208,175.3770607,350.7541214,0,84,24.1,38.83426322,1508.1,0,1,0,0,0,0,0,0,2,26.77777778,28,26.16666667,0,0,0,0,0,0,3,84,6,157,-1,227,1,0,0,0,0,0,0,0,0,0,Account Discovery,Lateral Movement
192.168.3.29-192.168.3.30-47422-3306-6,192.168.3.30,3306,192.168.3.29,47422,6,18/07/2019 02:57:16 PM,525,0,3,0,0,0,0,0,0,0,0,0,0,0,5714.285714,262.5,109.6015511,340,185,0,0,0,0,0,525,262.5,109.6015511,340,185,0,0,0,0,0,108,0,5714.285714,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,-1,229,0,0,0,0,0,0,0,0,0,0,Normal,Benign
192.168.3.29-192.168.3.30-47426-3306-6,192.168.3.29,47426,192.168.3.30,3306,6,18/07/2019 02:57:16 PM,932,3,6,84,157,84,0,28,48.49742261,79,0,26.16666667,40.53845911,258583.691,9656.652361,116.5,78.20485918,254,14,456,228,302.6417023,442,14,932,186.4,143.9940971,345,66,0,0,0,0,96,208,3218.88412,6437.76824,0,84,24.1,38.83426322,1508.1,0,1,0,0,0,0,0,0,2,26.77777778,28,26.16666667,0,0,0,0,0,0,3,84,6,157,-1,227,1,0,0,0,0,0,0,0,0,0,Account Discovery,Lateral Movement
192.168.3.29-192.168.3.30-47428-3306-6,192.168.3.29,47428,192.168.3.30,3306,6,18/07/2019 02:57:16 PM,831,3,6,84,157,84,0,28,48.49742261,79,0,26.16666667,40.53845911,290012.0337,10830.32491,103.875,61.85105958,200,12,368,184,243.2447327,356,12,831,166.2,128.5562134,309,59,0,0,0,0,96,208,3610.108303,7220.216607,0,84,24.1,38.83426322,1508.1,0,1,0,0,0,0,0,0,2,26.77777778,28,26.16666667,0,0,0,0,0,0,3,84,6,157,-1,227,1,0,0,0,0,0,0,0,0,0,Account Discovery,Lateral Movement
192.168.3.29-192.168.3.30-47430-3306-6,192.168.3.29,47430,192.168.3.30,3306,6,18/07/2019 02:57:16 PM,7102,3,6,84,157,84,0,28,48.49742261,79,0,26.16666667,40.53845911,33934.10307,1267.248662,887.75,2170.463134,6257,60,6679,3339.5,4125.968068,6257,422,7102,1420.4,2862.621404,6536,60,0,0,0,0,96,208,422.4162208,844.8324416,0,84,24.1,38.83426322,1508.1,0,1,0,0,0,0,0,0,2,26.77777778,28,26.16666667,0,0,0,0,0,0,3,84,6,157,-1,227,1,0,0,0,0,0,0,0,0,0,Account Discovery,Lateral Movement
192.168.3.29-192.168.3.30-47432-3306-6,192.168.3.29,47432,192.168.3.30,3306,6,18/07/2019 02:57:16 PM,808,3,6,84,157,84,0,28,48.49742261,79,0,26.16666667,40.53845911,298267.3267,11138.61386,101,72.01983854,237,11,392,196,261.629509,381,11,808,161.6,133.5488675,318,56,0,0,0,0,96,208,3712.871287,7425.742574,0,84,24.1,38.83426322,1508.1,0,1,0,0,0,0,0,0,2,26.77777778,28,26.16666667,0,0,0,0,0,0,3,84,6,157,-1,227,1,0,0,0,0,0,0,0,0,0,Account Discovery,Lateral Movement
192.168.3.29-192.168.3.30-47434-3306-6,192.168.3.29,47434,192.168.3.30,3306,6,18/07/2019 02:57:16 PM,6207,3,6,84,157,84,0,28,48.49742261,79,0,26.16666667,40.53845911,38827.13066,1449.975834,775.875,1934.592644,5563,57,5810,2905,3758.979649,5563,247,6207,1241.4,2509.843581,5728,57,0,0,0,0,96,208,483.3252779,966.6505558,0,84,24.1,38.83426322,1508.1,0,1,0,0,0,0,0,0,2,26.77777778,28,26.16666667,0,0,0,0,0,0,3,84,6,157,-1,227,1,0,0,0,0,0,0,0,0,0,Account Discovery,Lateral Movement
192.168.3.29-192.168.3.30-47436-3306-6,192.168.3.29,47436,192.168.3.30,3306,6,18/07/2019 02:57:16 PM,1015,3,6,84,157,84,0,28,48.49742261,79,0,26.16666667,40.53845911,237438.4236,8866.995074,126.875,115.8600603,350,10,609,304.5,416.4858941,599,10,1015,203,182.6992063,415,56,0,0,0,0,96,208,2955.665025,5911.330049,0,84,24.1,38.83426322,1508.1,0,1,0,0,0,0,0,0,2,26.77777778,28,26.16666667,0,0,0,0,0,0,3,84,6,157,-1,227,1,0,0,0,0,0,0,0,0,0,Account Discovery,Lateral Movement
192.168.3.29-192.168.3.30-47438-3306-6,192.168.3.29,47438,192.168.3.30,3306,6,18/07/2019 02:57:16 PM,5936,3,6,84,157,84,0,28,48.49742261,79,0,26.16666667,40.53845911,40599.73046,1516.172507,742,1748.585061,5067,60,5444,2722,3316.330804,5067,377,5936,1187.2,2333.395209,5357,67,0,0,0,0,96,208,505.3908356,1010.781671,0,84,24.1,38.83426322,1508.1,0,1,0,0,0,0,0,0,2,26.77777778,28,26.16666667,0,0,0,0,0,0,3,84,6,157,-1,227,1,0,0,0,0,0,0,0,0,0,Account Discovery,Lateral Movement
192.168.3.29-192.168.3.30-47440-3306-6,192.168.3.29,47440,192.168.3.30,3306,6,18/07/2019 02:57:16 PM,7190,3,6,84,157,84,0,28,48.49742261,79,0,26.16666667,40.53845911,33518.77608,1251.738526,898.75,2236.003051,6431,52,6802,3401,4285.067094,6431,371,7190,1438,2949.446643,6712,52,0,0,0,0,96,208,417.2461752,834.4923505,0,84,24.1,38.83426322,1508.1,0,1,0,0,0,0,0,0,2,26.77777778,28,26.16666667,0,0,0,0,0,0,3,84,6,157,-1,227,1,0,0,0,0,0,0,0,0,0,Account Discovery,Lateral Movement
192.168.3.29-192.168.3.30-47442-3306-6,192.168.3.29,47442,192.168.3.30,3306,6,18/07/2019 02:57:16 PM,926,3,6,84,157,84,0,28,48.49742261,79,0,26.16666667,40.53845911,260259.1793,9719.222462,115.75,84.2509008,255,12,384,192,254.5584412,372,12,926,185.2,157.4141036,413,67,0,0,0,0,96,208,3239.740821,6479.481641,0,84,24.1,38.83426322,1508.1,0,1,0,0,0,0,0,0,2,26.77777778,28,26.16666667,0,0,0,0,0,0,3,84,6,157,-1,227,1,0,0,0,0,0,0,0,0,0,Account Discovery,Lateral Movement
192.168.3.29-192.168.3.30-47444-3306-6,192.168.3.29,47444,192.168.3.30,3306,6,18/07/2019 02:57:16 PM,8800,3,6,84,157,84,0,28,48.49742261,79,0,26.16666667,40.53845911,27386.36364,1022.727273,1100,2753.066965,7911,59,8350,4175,5283.501869,7911,439,8800,1760,3632.298308,8255,59,0,0,0,0,96,208,340.9090909,681.8181818,0,84,24.1,38.83426322,1508.1,0,1,0,0,0,0,0,0,2,26.77777778,28,26.16666667,0,0,0,0,0,0,3,84,6,157,-1,227,1,0,0,0,0,0,0,0,0,0,Account Discovery,Lateral Movement
192.168.3.29-192.168.3.30-47446-3306-6,192.168.3.29,47446,192.168.3.30,3306,6,18/07/2019 02:57:16 PM,1030,3,6,84,157,84,0,28,48.49742261,79,0,26.16666667,40.53845911,233980.5825,8737.864078,128.75,60.27259505,216,58,510,255,140.0071427,354,156,1030,206,178.9790491,408,58,0,0,0,0,96,208,2912.621359,5825.242718,0,84,24.1,38.83426322,1508.1,0,1,0,0,0,0,0,0,2,26.77777778,28,26.16666667,0,0,0,0,0,0,3,84,6,157,-1,227,1,0,0,0,0,0,0,0,0,0,Account Discovery,Lateral Movement
192.168.3.29-192.168.3.30-47448-3306-6,192.168.3.29,47448,192.168.3.30,3306,6,18/07/2019 02:57:16 PM,8294,3,6,84,157,84,0,28,48.49742261,79,0,26.16666667,40.53845911,29057.14975,1085.121775,1036.75,2599.740743,7469,55,7835,3917.5,5022.579467,7469,366,8294,1658.8,3401.298017,7739,55,0,0,0,0,96,208,361.7072583,723.4145165,0,84,24.1,38.83426322,1508.1,0,1,0,0,0,0,0,0,2,26.77777778,28,26.16666667,0,0,0,0,0,0,3,84,6,157,-1,227,1,0,0,0,0,0,0,0,0,0,Account Discovery,Lateral Movement
192.168.3.29-192.168.3.30-47450-3306-6,192.168.3.29,47450,192.168.3.30,3306,6,18/07/2019 02:57:16 PM,6881,3,6,84,157,84,0,28,48.49742261,79,0,26.16666667,40.53845911,35023.97907,1307.949426,860.125,2124.690595,6117,56,6441,3220.5,4096.269583,6117,324,6881,1376.2,2780.467083,6346,56,0,0,0,0,96,208,435.983142,871.966284,0,84,24.1,38.83426322,1508.1,0,1,0,0,0,0,0,0,2,26.77777778,28,26.16666667,0,0,0,0,0,0,3,84,6,157,-1,227,1,0,0,0,0,0,0,0,0,0,Account Discovery,Lateral Movement
192.168.3.29-192.168.3.30-47452-3306-6,192.168.3.29,47452,192.168.3.30,3306,6,18/07/2019 02:57:16 PM,8935,3,6,84,157,84,0,28,48.49742261,79,0,26.16666667,40.53845911,26972.57974,1007.274762,1116.875,2777.631388,7989,54,8438,4219,5331.58513,7989,449,8935,1787,3674.843942,8357,54,0,0,0,0,96,208,335.7582541,671.5165081,0,84,24.1,38.83426322,1508.1,0,1,0,0,0,0,0,0,2,26.77777778,28,26.16666667,0,0,0,0,0,0,3,84,6,157,-1,227,1,0,0,0,0,0,0,0,0,0,Account Discovery,Lateral Movement
192.168.3.29-192.168.3.30-47454-3306-6,192.168.3.29,47454,192.168.3.30,3306,6,18/07/2019 02:57:16 PM,19368,3,6,84,157,84,0,28,48.49742261,79,0,26.16666667,40.53845911,12443.20529,464.6840149,2421,6499.635726,18506,55,18899,9449.5,12807.82513,18506,393,19368,3873.6,8341.925725,18795,55,0,0,0,0,96,208,154.8946716,309.7893432,0,84,24.1,38.83426322,1508.1,0,1,0,0,0,0,0,0,2,26.77777778,28,26.16666667,0,0,0,0,0,0,3,84,6,157,-1,227,1,0,0,0,0,0,0,0,0,0,Account Discovery,Lateral Movement
192.168.3.29-192.168.3.30-47454-3306-6,192.168.3.30,3306,192.168.3.29,47454,6,18/07/2019 02:57:16 PM,41,0,2,0,0,0,0,0,0,0,0,0,0,0,48780.4878,41,0,41,41,0,0,0,0,0,41,41,0,41,41,0,0,0,0,0,64,0,48780.4878,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,-1,229,0,0,0,0,0,0,0,0,0,0,Normal,Benign
192.168.3.29-192.168.3.30-47456-3306-6,192.168.3.29,47456,192.168.3.30,3306,6,18/07/2019 02:57:16 PM,852,3,6,84,157,84,0,28,48.49742261,79,0,26.16666667,40.53845911,282863.8498,10563.38028,106.5,71.02514645,215,12,388,194,257.3868684,376,12,852,170.4,128.6246477,338,59,0,0,0,0,96,208,3521.126761,7042.253521,0,84,24.1,38.83426322,1508.1,0,1,0,0,0,0,0,0,2,26.77777778,28,26.16666667,0,0,0,0,0,0,3,84,6,157,-1,227,1,0,0,0,0,0,0,0,0,0,Account Discovery,Lateral Movement
192.168.3.29-192.168.3.30-47458-3306-6,192.168.3.29,47458,192.168.3.30,3306,6,18/07/2019 02:57:16 PM,8785,3,6,84,157,84,0,28,48.49742261,79,0,26.16666667,40.53845911,27433.12464,1024.473534,1098.125,2735.456422,7866,68,8280,4140,5269.359733,7866,414,8785,1757,3603.786203,8200,68,0,0,0,0,96,208,341.4911781,682.9823563,0,84,24.1,38.83426322,1508.1,0,1,0,0,0,0,0,0,2,26.77777778,28,26.16666667,0,0,0,0,0,0,3,84,6,157,-1,227,1,0,0,0,0,0,0,0,0,0,Account Discovery,Lateral Movement
192.168.3.29-192.168.3.30-47460-3306-6,192.168.3.29,47460,192.168.3.30,3306,6,18/07/2019 02:57:16 PM,1199,3,6,84,157,84,0,28,48.49742261,79,0,26.16666667,40.53845911,201000.834,7506.255213,149.875,95.11712704,314,13,517,258.5,347.1894296,504,13,1199,239.8,194.2181763,550,73,0,0,0,0,96,208,2502.085071,5004.170142,0,84,24.1,38.83426322,1508.1,0,1,0,0,0,0,0,0,2,26.77777778,28,26.16666667,0,0,0,0,0,0,3,84,6,157,-1,227,1,0,0,0,0,0,0,0,0,0,Account Discovery,Lateral Movement
192.168.3.29-192.168.3.30-47462-3306-6,192.168.3.29,47462,192.168.3.30,3306,6,18/07/2019 02:57:16 PM,1094,3,6,84,157,84,0,28,48.49742261,79,0,26.16666667,40.53845911,220292.5046,8226.691042,136.75,100.3162855,302,12,479,239.5,321.7335854,467,12,1094,218.8,196.0859505,551,57,0,0,0,0,96,208,2742.230347,5484.460695,0,84,24.1,38.83426322,1508.1,0,1,0,0,0,0,0,0,2,26.77777778,28,26.16666667,0,0,0,0,0,0,3,84,6,157,-1,227,1,0,0,0,0,0,0,0,0,0,Account Discovery,Lateral Movement
192.168.3.29-192.168.3.30-47464-3306-6,192.168.3.29,47464,192.168.3.30,3306,6,18/07/2019 02:57:16 PM,18574,3,6,84,157,84,0,28,48.49742261,79,0,26.16666667,40.53845911,12975.12652,484.5482933,2321.75,6229.838653,17739,58,18147,9073.5,12254.86762,17739,408,18574,3714.8,7971.236711,17972,58,0,0,0,0,96,208,161.5160978,323.0321955,0,84,24.1,38.83426322,1508.1,0,1,0,0,0,0,0,0,2,26.77777778,28,26.16666667,0,0,0,0,0,0,3,84,6,157,-1,227,1,0,0,0,0,0,0,0,0,0,Account Discovery,Lateral Movement
192.168.3.29-192.168.3.30-47466-3306-6,192.168.3.29,47466,192.168.3.30,3306,6,18/07/2019 02:57:16 PM,877,3,6,84,157,84,0,28,48.49742261,79,0,26.16666667,40.53845911,274800.4561,10262.2577,109.625,73.35225676,204,13,404,202,267.2863633,391,13,877,175.4,140.4022792,378,71,0,0,0,0,96,208,3420.752566,6841.505131,0,84,24.1,38.83426322,1508.1,0,1,0,0,0,0,0,0,2,26.77777778,28,26.16666667,0,0,0,0,0,0,3,84,6,157,-1,227,1,0,0,0,0,0,0,0,0,0,Account Discovery,Lateral Movement
192.168.3.29-192.168.3.30-47468-3306-6,192.168.3.29,47468,192.168.3.30,3306,6,18/07/2019 02:57:16 PM,1120,3,6,84,157,84,0,28,48.49742261,79,0,26.16666667,40.53845911,215178.5714,8035.714286,140,97.93729773,331,50,719,359.5,40.30508653,388,331,1120,224,234.6923518,602,53,0,0,0,0,96,208,2678.571429,5357.142857,0,84,24.1,38.83426322,1508.1,0,1,0,0,0,0,0,0,2,26.77777778,28,26.16666667,0,0,0,0,0,0,3,84,6,157,-1,227,1,0,0,0,0,0,0,0,0,0,Account Discovery,Lateral Movement
192.168.3.29-192.168.3.30-47470-3306-6,192.168.3.29,47470,192.168.3.30,3306,6,18/07/2019 02:57:16 PM,8590,3,6,84,157,84,0,28,48.49742261,79,0,26.16666667,40.53845911,28055.87893,1047.729919,1073.75,2699.408811,7753,62,8146,4073,5204.30591,7753,393,8590,1718,3536.573554,8042,75,0,0,0,0,96,208,349.2433062,698.4866123,0,84,24.1,38.83426322,1508.1,0,1,0,0,0,0,0,0,2,26.77777778,28,26.16666667,0,0,0,0,0,0,3,84,6,157,-1,227,1,0,0,0,0,0,0,0,0,0,Account Discovery,Lateral Movement
192.168.3.29-192.168.3.30-47472-3306-6,192.168.3.29,47472,192.168.3.30,3306,6,18/07/2019 02:57:16 PM,4630,3,6,84,157,84,0,28,48.49742261,79,0,26.16666667,40.53845911,52051.83585,1943.844492,578.75,1279.063134,3738,59,4070,2035,2408.405697,3738,332,4630,926,1708.907692,3968,59,0,0,0,0,96,208,647.9481641,1295.896328,0,84,24.1,38.83426322,1508.1,0,1,0,0,0,0,0,0,2,26.77777778,28,26.16666667,0,0,0,0,0,0,3,84,6,157,-1,227,1,0,0,0,0,0,0,0,0,0,Account Discovery,Lateral Movement
192.168.3.29-192.168.3.30-47474-3306-6,192.168.3.29,47474,192.168.3.30,3306,6,18/07/2019 02:57:16 PM,1369,3,6,84,157,84,0,28,48.49742261,79,0,26.16666667,40.53845911,176040.9058,6574.141709,171.125,133.3399924,470,51,565,282.5,111.0157646,361,204,1369,273.8,253.1416599,627,76,0,0,0,0,96,208,2191.38057,4382.76114,0,84,24.1,38.83426322,1508.1,0,1,0,0,0,0,0,0,2,26.77777778,28,26.16666667,0,0,0,0,0,0,3,84,6,157,-1,227,1,0,0,0,0,0,0,0,0,0,Account Discovery,Lateral Movement
192.168.3.29-192.168.3.30-47476-3306-6,192.168.3.29,47476,192.168.3.30,3306,6,18/07/2019 02:57:16 PM,1427,3,6,84,157,84,0,28,48.49742261,79,0,26.16666667,40.53845911,168885.7744,6306.937631,178.375,161.4956324,544,39,561,280.5,113.8441918,361,200,1427,285.4,288.8170701,699,39,0,0,0,0,96,208,2102.312544,4204.625088,0,84,24.1,38.83426322,1508.1,0,1,0,0,0,0,0,0,2,26.77777778,28,26.16666667,0,0,0,0,0,0,3,84,6,157,-1,227,1,0,0,0,0,0,0,0,0,0,Account Discovery,Lateral Movement
192.168.3.29-192.168.3.30-47478-3306-6,192.168.3.29,47478,192.168.3.30,3306,6,18/07/2019 02:57:16 PM,16564,3,6,84,157,84,0,28,48.49742261,79,0,26.16666667,40.53845911,14549.62569,543.3470176,2070.5,5478.958165,15629,54,16069,8034.5,10740.2449,15629,440,16564,3312.8,7079.585101,15976,90,0,0,0,0,96,208,181.1156725,362.2313451,0,84,24.1,38.83426322,1508.1,0,1,0,0,0,0,0,0,2,26.77777778,28,26.16666667,0,0,0,0,0,0,3,84,6,157,-1,227,1,0,0,0,0,0,0,0,0,0,Account Discovery,Lateral Movement
192.168.3.29-192.168.3.30-47480-3306-6,192.168.3.29,47480,192.168.3.30,3306,6,18/07/2019 02:57:17 PM,13482,3,6,84,157,84,0,28,48.49742261,79,0,26.16666667,40.53845911,17875.6861,667.5567423,1685.25,4435.212114,12661,59,13039,6519.5,8685.392593,12661,378,13482,2696.4,5725.518911,12937,67,0,0,0,0,96,208,222.5189141,445.0378282,0,84,24.1,38.83426322,1508.1,0,1,0,0,0,0,0,0,2,26.77777778,28,26.16666667,0,0,0,0,0,0,3,84,6,157,-1,227,1,0,0,0,0,0,0,0,0,0,Account Discovery,Lateral Movement
192.168.3.29-192.168.3.30-47482-3306-6,192.168.3.29,47482,192.168.3.30,3306,6,18/07/2019 02:57:17 PM,1023,3,6,84,157,84,0,28,48.49742261,79,0,26.16666667,40.53845911,235581.6227,8797.653959,127.875,86.98511777,289,50,549,274.5,259.5081887,458,91,1023,204.6,184.6558962,430,54,0,0,0,0,96,208,2932.55132,5865.102639,0,84,24.1,38.83426322,1508.1,0,1,0,0,0,0,0,0,2,26.77777778,28,26.16666667,0,0,0,0,0,0,3,84,6,157,-1,227,1,0,0,0,0,0,0,0,0,0,Account Discovery,Lateral Movement
192.168.3.29-192.168.3.30-47484-3306-6,192.168.3.29,47484,192.168.3.30,3306,6,18/07/2019 02:57:17 PM,940,3,6,84,157,84,0,28,48.49742261,79,0,26.16666667,40.53845911,256382.9787,9574.468085,117.5,71.2360262,235,55,490,245,231.9310242,409,81,940,188,170.4391387,382,55,0,0,0,0,96,208,3191.489362,6382.978723,0,84,24.1,38.83426322,1508.1,0,1,0,0,0,0,0,0,2,26.77777778,28,26.16666667,0,0,0,0,0,0,3,84,6,157,-1,227,1,0,0,0,0,0,0,0,0,0,Account Discovery,Lateral Movement
192.168.3.29-192.168.3.30-47486-3306-6,192.168.3.29,47486,192.168.3.30,3306,6,18/07/2019 02:57:17 PM,18083,3,6,84,157,84,0,28,48.49742261,79,0,26.16666667,40.53845911,13327.43461,497.7050268,2260.375,6042.685021,17214,55,17647,8823.5,11865.9589,17214,433,18083,3616.6,7797.545018,17564,55,0,0,0,0,96,208,165.9016756,331.8033512,0,84,24.1,38.83426322,1508.1,0,1,0,0,0,0,0,0,2,26.77777778,28,26.16666667,0,0,0,0,0,0,3,84,6,157,-1,227,1,0,0,0,0,0,0,0,0,0,Account Discovery,Lateral Movement
192.168.3.29-192.168.3.30-47488-3306-6,192.168.3.29,47488,192.168.3.30,3306,6,18/07/2019 02:57:17 PM,8291,3,6,84,157,84,0,28,48.49742261,79,0,26.16666667,40.53845911,29067.66373,1085.514413,1036.375,2525.408309,7283,57,7656,3828,4886.107858,7283,373,8291,1658.2,3313.62682,7576,57,0,0,0,0,96,208,361.8381377,723.6762755,0,84,24.1,38.83426322,1508.1,0,1,0,0,0,0,0,0,2,26.77777778,28,26.16666667,0,0,0,0,0,0,3,84,6,157,-1,227,1,0,0,0,0,0,0,0,0,0,Account Discovery,Lateral Movement
192.168.3.29-192.168.3.30-47490-3306-6,192.168.3.29,47490,192.168.3.30,3306,6,18/07/2019 02:57:17 PM,8403,3,6,84,157,84,0,28,48.49742261,79,0,26.16666667,40.53845911,28680.23325,1071.046055,1050.375,2580.570421,7434,55,7865,3932.5,4951.868789,7434,431,8403,1680.6,3414.611222,7786,55,0,0,0,0,96,208,357.0153517,714.0307033,0,84,24.1,38.83426322,1508.1,0,1,0,0,0,0,0,0,2,26.77777778,28,26.16666667,0,0,0,0,0,0,3,84,6,157,-1,227,1,0,0,0,0,0,0,0,0,0,Account Discovery,Lateral Movement
192.168.3.29-192.168.3.30-47492-3306-6,192.168.3.29,47492,192.168.3.30,3306,6,18/07/2019 02:57:17 PM,7074,3,6,84,157,84,0,28,48.49742261,79,0,26.16666667,40.53845911,34068.41956,1272.264631,884.25,2083.181067,6034,49,6423,3211.5,3991.61778,6034,389,7074,1414.8,2744.292659,6313,71,0,0,0,0,96,208,424.0882103,848.1764207,0,84,24.1,38.83426322,1508.1,0,1,0,0,0,0,0,0,2,26.77777778,28,26.16666667,0,0,0,0,0,0,3,84,6,157,-1,227,1,0,0,0,0,0,0,0,0,0,Account Discovery,Lateral Movement
192.168.3.29-192.168.3.30-47494-3306-6,192.168.3.29,47494,192.168.3.30,3306,6,18/07/2019 02:57:17 PM,18270,3,6,84,157,84,0,28,48.49742261,79,0,26.16666667,40.53845911,13191.02354,492.6108374,2283.75,5896.048671,16867,58,17271,8635.5,11641.09894,16867,404,18270,3654,7549.49856,17145,58,0,0,0,0,96,208,164.2036125,328.407225,0,84,24.1,38.83426322,1508.1,0,1,0,0,0,0,0,0,2,26.77777778,28,26.16666667,0,0,0,0,0,0,3,84,6,157,-1,227,1,0,0,0,0,0,0,0,0,0,Account Discovery,Lateral Movement
192.168.3.29-192.168.3.30-47498-3306-6,192.168.3.29,47498,192.168.3.30,3306,6,18/07/2019 02:57:17 PM,896,3,6,84,157,84,0,28,48.49742261,79,0,26.16666667,40.53845911,268973.2143,10044.64286,112,82.05224816,273,11,444,222,298.3990617,433,11,896,179.2,141.8404033,348,65,0,0,0,0,96,208,3348.214286,6696.428571,0,84,24.1,38.83426322,1508.1,0,1,0,0,0,0,0,0,2,26.77777778,28,26.16666667,0,0,0,0,0,0,3,84,6,157,-1,227,1,0,0,0,0,0,0,0,0,0,Account Discovery,Lateral Movement
192.168.3.29-192.168.3.30-47500-3306-6,192.168.3.29,47500,192.168.3.30,3306,6,18/07/2019 02:57:17 PM,1433,3,6,84,157,84,0,28,48.49742261,79,0,26.16666667,40.53845911,168178.6462,6280.530356,179.125,131.6341657,401,66,827,413.5,17.67766953,426,401,1433,286.6,304.0399645,734,69,0,0,0,0,96,208,2093.510119,4187.020237,0,84,24.1,38.83426322,1508.1,0,1,0,0,0,0,0,0,2,26.77777778,28,26.16666667,0,0,0,0,0,0,3,84,6,157,-1,227,1,0,0,0,0,0,0,0,0,0,Account Discovery,Lateral Movement
192.168.3.29-192.168.3.30-47502-3306-6,192.168.3.29,47502,192.168.3.30,3306,6,18/07/2019 02:57:17 PM,8270,3,6,84,157,84,0,28,48.49742261,79,0,26.16666667,40.53845911,29141.47521,1088.270859,1033.75,2556.304126,7359,60,7722,3861,4946.919041,7359,363,8270,1654,3331.407886,7610,71,0,0,0,0,96,208,362.7569528,725.5139057,0,84,24.1,38.83426322,1508.1,0,1,0,0,0,0,0,0,2,26.77777778,28,26.16666667,0,0,0,0,0,0,3,84,6,157,-1,227,1,0,0,0,0,0,0,0,0,0,Account Discovery,Lateral Movement
